title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Jr data analyst,"KGS Technology Group, Inc",Nan,onsite,NaN,"San Jose, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-26,https://www.linkedin.com/jobs/view/jr-data-analyst-at-kgs-technology-group-inc-3617003884?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=K1QJPnfUvAHncqX69oIBEQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Alchemy Worx,Nan,onsite,NaN,"New York, United States","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-alchemy-worx-3622757648?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=49garh%2Br1nngjAP0q4E7lg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/SQL Data Analyst,Bardess Group Ltd,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-05-15,https://www.linkedin.com/jobs/view/python-sql-data-analyst-at-bardess-group-ltd-3607784565?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=i1maIU%2Fgl9gfjWscgCMsmw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3611846593?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=E%2BmudJkd6Joi7UBaRdvteA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Allnessjobs,Nan,onsite,NaN,"Tennessee, United States","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-allnessjobs-3627638321?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=C1ln08qVzJ1phu0wB4GQwA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3617962147?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=rI%2BDFEpvEioL1T5pokSUhA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Futran Solutions,Nan,onsite,NaN,"Redmond, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-16,https://www.linkedin.com/jobs/view/data-analyst-at-futran-solutions-3607085745?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=erV6jIJXHhTfLbFdhWw18g%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Inter,VRK IT Vision Inc.,Nan,onsite,NaN,"McLean, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-inter-at-vrk-it-vision-inc-3616642302?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=hzgAffQvA%2BasNRlZ%2FlPRWw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,VRK IT Vision Inc.,Nan,onsite,NaN,"Chicago, IL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-vrk-it-vision-inc-3625958423?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=s2to17gRChbyZFn%2FHce6RA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Hitch,Nan,onsite,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-at-hitch-3616992052?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=V%2Bg%2BjI8zgOgMUW%2BVn4w8lw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Capgemini,Nan,onsite,NaN,"New Jersey, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-capgemini-3621386735?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=Kg1tYdYANJq4vXY8nIgDkg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Brooksource,Nan,onsite,NaN,"Cerritos, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-brooksource-3624920957?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=Ljrx%2BVDRUwchZfH%2F9idlvw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Juniper Behavioral Health,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Mental Health Care'}]",2023-06-07,https://www.linkedin.com/jobs/view/data-analyst-at-juniper-behavioral-health-3628172283?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=G2Uwia6S65Ze1TYKZEVcGg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst and BI Developer,NielsenIQ,Nan,onsite,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-and-bi-developer-at-nielseniq-3627064795?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=MRgC9nrQoqtBg%2FL4Drm6LQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst@remote,Diverse Lynx,Nan,onsite,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-13,https://www.linkedin.com/jobs/view/data-analyst%40remote-at-diverse-lynx-3629636810?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=B9%2FJdlT%2FqwYr2a6j3Pt5iQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Centripetal Crossfit,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-centripetal-crossfit-3616969491?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=x8IHXh0c7Jsd43EoIylRoQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst/Data science -REMOTE,PSRTEK,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-data-science-remote-at-psrtek-3626317760?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=0OFwBATqMsgNDzKDeKZVEA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Remote),SynergisticIT,Nan,onsite,NaN,"Jersey City, NJ","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development, Computer Networking Products, and Computer and Network Security'}]",2023-05-26,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-synergisticit-3617459653?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=1Z2OicpxFVFE9R3YLMOZGg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
127 - Data Analyst,"Next Phase Solutions and Services, Inc.",Nan,onsite,NaN,"Columbia, MD","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-31,https://www.linkedin.com/jobs/view/127-data-analyst-at-next-phase-solutions-and-services-inc-3623661009?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=Hrp8uSW3BiouTPPQD%2BDn1g%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Rantec Power Systems Inc.,Nan,onsite,NaN,"Los Osos, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-at-rantec-power-systems-inc-3615847918?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=3gA2IuRoJO1WCsWVX%2F3MZg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst (SQL, Tableau or equivalent reporting tools, excellent communication, interpret data. find pattern/trend) AK",Cube Hub Inc.,Nan,onsite,NaN,"Wichita, KS","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-sql-tableau-or-equivalent-reporting-tools-excellent-communication-interpret-data-find-pattern-trend-ak-at-cube-hub-inc-3614223162?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=vLc%2BFi%2Bb9fmqhsJlIy8pzg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ClientSolv Inc.,Nan,onsite,NaN,"Grand Rapids, MI","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-clientsolv-inc-3627675457?refId=VNk4%2F2p8GSk863x9jps7SA%3D%3D&trackingId=Qfd%2F5yfs%2BC55oB8rnrZVoQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst-Entry level.,Flexon Technologies Inc.,Nan,onsite,NaN,"Pleasanton, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-entry-level-at-flexon-technologies-inc-3625483990?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=hBxdbPgmFYQbWdv2047xFw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Level 2,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-level-2-at-lockheed-martin-3611847539?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=5VrooHU2y1lAkOy3kZyGAQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr data analyst,"KGS Technology Group, Inc",Nan,onsite,NaN,"San Jose, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-26,https://www.linkedin.com/jobs/view/jr-data-analyst-at-kgs-technology-group-inc-3617003884?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=fxdTL7J67qKkRTpZB7TgNw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Alchemy Worx,Nan,onsite,NaN,"New York, United States","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-alchemy-worx-3622757648?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=BEzS88J9XHcMvhT%2BTBOSoQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/SQL Data Analyst,Bardess Group Ltd,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-05-15,https://www.linkedin.com/jobs/view/python-sql-data-analyst-at-bardess-group-ltd-3607784565?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=G9NamlpDH2UiBlzJIldg6w%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3611846593?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=FFn8RHNNUL8ntOZ64ucwCQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Allnessjobs,Nan,onsite,NaN,"Tennessee, United States","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-allnessjobs-3627638321?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=0paGWj9pkxgZwIxTisRAzg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3617962147?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=ToWKwpEtQ%2B%2BqY55vGowFQA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Futran Solutions,Nan,onsite,NaN,"Redmond, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-16,https://www.linkedin.com/jobs/view/data-analyst-at-futran-solutions-3607085745?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=dRs9S3idrAH0vqQ7jsfMTg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Inter,VRK IT Vision Inc.,Nan,onsite,NaN,"McLean, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-inter-at-vrk-it-vision-inc-3616642302?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=pn7iUOoM4a1Vt%2FJOSzqzjg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Hitch,Nan,onsite,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-at-hitch-3616992052?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=0kTFHwGUjiV%2FipuXQKoaqg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Capgemini,Nan,onsite,NaN,"New Jersey, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-capgemini-3621386735?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=JmjOFVMqFXk5ex%2B1pCrqFQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Brooksource,Nan,onsite,NaN,"Cerritos, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-brooksource-3624920957?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=LZS%2BHRJAXYN1cpqV4iQC1A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr Data Analyst,One Park Financial,Nan,onsite,NaN,"Miami, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-18,https://www.linkedin.com/jobs/view/jr-data-analyst-at-one-park-financial-3627893035?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=%2Bz3Fy2o0m6L9ULDuWiv4JQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst and BI Developer,NielsenIQ,Nan,onsite,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-and-bi-developer-at-nielseniq-3627064795?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=Y1svmb1LVn8ifs4RhzgScA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Centripetal Crossfit,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-centripetal-crossfit-3616969491?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=ofjYYf5wzzBsq3il%2BWjTrA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst/Data science -REMOTE,PSRTEK,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-data-science-remote-at-psrtek-3626317760?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=XHJxeODGCaOinAEOHeapdw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Remote),SynergisticIT,Nan,onsite,NaN,"Jersey City, NJ","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development, Computer Networking Products, and Computer and Network Security'}]",2023-05-26,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-synergisticit-3617459653?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=YNifsq%2BbJCurQPVKCsQuAg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
127 - Data Analyst,"Next Phase Solutions and Services, Inc.",Nan,onsite,NaN,"Columbia, MD","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-31,https://www.linkedin.com/jobs/view/127-data-analyst-at-next-phase-solutions-and-services-inc-3623661009?refId=GDnZ9uI0zM5Yv%2Fdt2gRnVA%3D%3D&trackingId=lKiAGx6aFPBbDi0RI41xVg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
